chrom	start	end	weight	ref	E1	E2	E3
chr1	0	200000		25.0			
chr1	200000	400000		15.0			
chr1	400000	600000		24.0			
chr1	600000	800000		33.0			
chr1	800000	1000000	0.00339210225381605	81.0	0.8982038740951138	-0.08968253910179497	-0.11320971448920339
chr1	1000000	1200000	0.0029602710757844005	52.0	1.0728940243036702	-0.015210404163439873	-0.15591165969770734
chr1	1200000	1400000	0.003039797077949161	180.0	1.0256942465591068	-0.027896728125758514	-0.3151703190784621
chr1	1400000	1600000	0.003090505736492701	57.0	1.0848828392176173	-0.007571934375196914	-0.3144990664305602
chr1	1600000	1800000	0.003639784019780145	113.0	1.1842590566616469	0.018700524100533314	-0.14730583688234816
chr1	1800000	2000000	0.002794205989280481	29.0	1.101914220592413	0.10522453971825971	0.29054815637659137
chr1	2000000	2200000	0.0026887088697162493	52.0	0.9484576667256976	0.12425625144001519	0.6503698705574933
chr1	2200000	2400000	0.002540529359628941	32.0	0.9164291598469823	0.1540905537629193	0.9676204836681674
chr1	2400000	2600000	0.0022275066178341764	87.0	0.385569585306872	-0.008780707756788905	0.9170711587895926
chr1	2600000	2800000	0.005171021551036123	7.0	-0.42613385547037025	-0.2876283831548396	0.938331600073923
chr1	2800000	3000000	0.0030408489180452575	2.0	-0.6613230598180522	-0.3216296692709909	0.9553665739895871
chr1	3000000	3200000	0.0026830319504975385	14.0	-0.5548168160317798	-0.273512322277973	0.9282190129444483
chr1	3200000	3400000	0.002298225281150691	9.0	-0.14229777214411124	-0.12285978110505892	0.933859948280747
chr1	3400000	3600000	0.0022801142409194924	24.0	0.5485908726259697	0.04848687792330716	1.057884566800264
chr1	3600000	3800000	0.002319193891372585	50.0	0.5824120287964658	0.127179166745208	1.365651960129267
chr1	3800000	4000000	0.002360561917231629	35.0	-0.22917689076492692	-0.21586091689253148	1.4278696882472468
chr1	4000000	4200000	0.0029746603049949027	0.0	-0.9151824821716531	-0.4382053305102951	0.9776684229028774
chr1	4200000	4400000	0.002114342473138006	0.0	-0.588044237277991	-0.3091363404614779	0.569458485844506
chr1	4400000	4600000	0.0030871976935091393	9.0	-0.9216327758094852	-0.4348065737194001	0.8865398167231927
chr1	4600000	4800000	0.002934757697330804	3.0	-0.8825936943486966	-0.45877239132592645	0.9093765578226487
chr1	4800000	5000000	0.0032482122051470494	1.0	-0.9653851530000844	-0.4285708578935845	0.8529860606242348
chr1	5000000	5200000	0.0033673714981931305	1.0	-1.040325295395661	-0.46253655873701316	0.9056497566266037
chr1	5200000	5400000	0.0029763694679212018	0.0	-0.9204288589619849	-0.38798686531193183	0.8596107815721972
chr1	5400000	5600000	0.0029489876771785083	3.0	-0.9078982707096958	-0.44211890130980686	0.8945734886595378
chr1	5600000	5800000	0.0029268121564059537	1.0	-0.9621625784054764	-0.36046182134331584	1.0506841599965377
chr1	5800000	6000000	0.0022580620031407493	20.0	-0.29771881379168497	-0.16876878746456836	1.4156546765000215
chr1	6000000	6200000	0.0022560649024233803	33.0	0.5675959705182673	0.1442904698269681	1.4535300614128415
chr1	6200000	6400000	0.0024866906130871316	33.0	0.8697787869255964	0.2572147206251005	1.102070375641739
chr1	6400000	6600000	0.0023323072097962104	81.0	1.0138582910292968	0.18891253282080125	0.6712128295309181
chr1	6600000	6800000	0.002413881474528856	39.0	0.8172930313990932	0.08832907049931987	0.22279612636257848
chr1	6800000	7000000	0.0025863268490604542	13.0	0.6755811184590049	0.0521442066526823	0.18494824367995594
chr1	7000000	7200000	0.0027196317116437454	2.0	0.4676865556598198	-0.04203515301373033	0.013059162689664672
chr1	7200000	7400000	0.0025743981892399613	6.0	0.7134340885548586	0.06602787086120818	0.18966287785332323
chr1	7400000	7600000	0.002578695658408093	2.0	0.651365369389019	0.0366046848725711	0.18494342946952905
chr1	7600000	7800000	0.0025957396834829292	18.0	0.5498324298801074	-0.029151113638691887	-0.006590059034980216
chr1	7800000	8000000	0.002483447443630339	26.0	0.6412991889036659	0.03249799227922927	-0.04671710010771514
chr1	8000000	8200000	0.0026183297223019908	6.0	0.8844754023121154	0.07195481183818474	-0.03775282183875184
chr1	8200000	8400000	0.0026520915897813055	22.0	0.7697153690414583	0.0463116143780646	-0.12332057396368143
chr1	8400000	8600000	0.002850156188618614	18.0	0.8439971248136513	0.04804951230169967	-0.11767815378052858
chr1	8600000	8800000	0.002807132838648956	7.0	0.8378429029677533	0.03207672708209699	-0.1744319220112855
chr1	8800000	9000000	0.0025239566699705868	21.0	0.7749372802772017	-0.015241833255625257	-0.28211583479890595
chr1	9000000	9200000	0.0024044325399183468	24.0	0.8561412217719848	-0.012175864920031025	-0.2909021233461417
chr1	9200000	9400000	0.002398472021913973	7.0	0.9535566919133601	-0.010676810131553008	-0.23194667595137022
chr1	9400000	9600000	0.0026369918126738366	6.0	0.791626475957269	-0.04218773231200115	-0.3253744198146499
chr1	9600000	9800000	0.0025846344555413192	20.0	0.8324051307565113	-0.007464895555995495	-0.3128040316628727
chr1	9800000	10000000	0.0025164889050177572	24.0	0.7348971015019955	-0.016677786612429333	-0.318235360607928
chr1	10000000	10200000	0.0027866503876439047	13.0	0.8137699979493045	0.010824638012892636	-0.24567752001735108
chr1	10200000	10400000	0.0027742453077965294	23.0	0.8046898809219619	0.01599356415665131	-0.2563016476812966
chr1	10400000	10600000	0.0024531970208136193	30.0	0.7398359686239736	-0.003486620373131131	-0.1928269573213196
chr1	10600000	10800000	0.0026618395535970233	13.0	0.9509574639476844	0.08156280971618309	0.10702929306037715
chr1	10800000	11000000	0.002601909291881359	7.0	0.6977596430607704	-0.013313815885986457	-0.08872900723354284
chr1	11000000	11200000	0.002727061509762303	72.0	0.7174279134960976	0.048889502261572945	0.05020187659153198
chr1	11200000	11400000	0.0027066363810562795	6.0	0.4658643674621313	0.028533636164462986	0.2955543464493765
chr1	11400000	11600000	0.0028900557086209886	3.0	0.3127711990732119	0.02015306361423922	0.5199717058570585
chr1	11600000	11800000	0.002400546754804666	54.0	0.6586442283347939	0.08417787354086635	0.3113710153033738
chr1	11800000	12000000	0.002496651859824831	46.0	0.9059760578973043	0.15635082690325638	0.5633100738312717
chr1	12000000	12200000	0.0025642030155782914	25.0	0.8225790883191277	0.20562318498909393	1.1034570942779527
chr1	12200000	12400000	0.0026258289655116604	12.0	0.21471643016178496	0.05312477054157699	1.12565432446287
chr1	12400000	12600000	0.0024395970296654324	18.0	0.31778329609836103	0.14191392323879565	1.552628565183559
chr1	12600000	12800000	0.002689327944081601	13.0	-0.6597371352508601	-0.28665248573758007	1.1973415381901196
chr1	12800000	13000000		13.0			
chr1	13000000	13200000		12.0			
chr1	13200000	13400000		13.0			
