chrom	start	end	weight	ref	E1	E2	E3
chr1	0	200000		25.0			
chr1	200000	400000		15.0			
chr1	400000	600000		24.0			
chr1	600000	800000		33.0			
chr1	800000	1000000	0.003047510931177109	81.0	0.7928464987743256	-0.06801510625684866	-0.26373068188450144
chr1	1000000	1200000	0.0023880448635208392	52.0	0.7842102764918017	-0.08475319346041152	-0.24808846296405893
chr1	1200000	1400000	0.00234024618269581	180.0	0.79479469586333	-0.11919888522080223	-0.286926204878272
chr1	1400000	1600000	0.002418224832976338	57.0	0.7031277714509805	-0.14774636082919196	-0.32398065351360633
chr1	1600000	1800000	0.002790306977810793	113.0	0.7140849593071538	-0.15522186415796335	-0.2548530021135709
chr1	1800000	2000000	0.0022094565850602427	29.0	0.6701019015500237	-0.09676617619669829	-0.25922312792517566
chr1	2000000	2200000	0.0021847282751792244	52.0	0.728080783621937	-0.16758209647210345	-0.26522917397297796
chr1	2200000	2400000	0.0022501129520093675	32.0	0.7225445990419419	-0.20380220714742195	-0.299731834665856
chr1	2400000	2600000	0.002044086471264	87.0	0.5898947206609355	-0.3323398548898825	-0.3953919547584903
chr1	2600000	2800000	0.0055724311297443915	7.0	0.5180172235036435	-0.37501961275733975	-0.42133535332820304
chr1	2800000	3000000	0.0031023901053326306	2.0	0.4779745940943109	-0.3387846636254076	-0.4291517877288744
chr1	3000000	3200000	0.00229799825219465	14.0	0.5213919169294572	-0.3362204423818959	-0.41179196729412004
chr1	3200000	3400000	0.0022656262706139906	9.0	0.569271690624894	-0.34887384047037984	-0.42322895787665304
chr1	3400000	3600000	0.002200596620279907	24.0	0.7122753308646407	-0.2786282054093216	-0.3708647994519933
chr1	3600000	3800000	0.0019484502237580913	50.0	0.7135700198171719	-0.15672570481597997	-0.3431701517179522
chr1	3800000	4000000	0.0021981680605910182	35.0	0.5177255477393486	-0.2145788178712376	-0.3835847202509672
chr1	4000000	4200000	0.002414771986789118	0.0	0.4082883922512368	-0.20942007838878215	-0.3879445335498297
chr1	4200000	4400000	0.0020153332161424054	0.0	0.3202692563505448	-0.1793871775504909	-0.48065827250871473
chr1	4400000	4600000	0.002674958233729843	9.0	0.359282653889399	-0.27712904514252523	-0.44764981721645636
chr1	4600000	4800000	0.002363492335402699	3.0	0.40875815292927065	-0.27717251376479213	-0.46494551608058904
chr1	4800000	5000000	0.00279704823378049	1.0	0.3240287762995965	-0.24335708939137737	-0.4737307824282537
chr1	5000000	5200000	0.002892670322915002	1.0	0.34490808004455775	-0.20120523696346074	-0.43571847705573974
chr1	5200000	5400000	0.0024598826523211117	0.0	0.3211544987364816	-0.2605784176049559	-0.48885375300197237
chr1	5400000	5600000	0.002365300763481068	3.0	0.37750070918730727	-0.2847206096589559	-0.4394053450900791
chr1	5600000	5800000	0.0023206311520989446	1.0	0.45727996023331213	-0.14413656363717728	-0.4004460937730421
chr1	5800000	6000000	0.0020465692683227375	20.0	0.5399030897522711	-0.16547948102157065	-0.3662597518118299
chr1	6000000	6200000	0.001825272577834828	33.0	0.695321894670487	-0.026753139682298872	-0.31666831337964296
chr1	6200000	6400000	0.0019988919060302604	33.0	0.705626274250303	0.026704469927370293	-0.33481445383286673
chr1	6400000	6600000	0.0018864720200547768	81.0	0.6895270955534584	0.0586195899279582	-0.30155136100396174
chr1	6600000	6800000	0.00213526608267795	39.0	0.5537924000996568	0.002684612868619345	-0.4187236021752069
chr1	6800000	7000000	0.0023107179944105655	13.0	0.4444950045372897	0.0658378343140464	-0.42538062424188167
chr1	7000000	7200000	0.0023955426858428427	2.0	0.4678002468686509	0.024149623876757943	-0.4629662595858484
chr1	7200000	7400000	0.0024950476359831488	6.0	0.4491240293539608	0.02726004214822434	-0.454897036089329
chr1	7400000	7600000	0.0023259328172695764	2.0	0.5023110493504137	0.03414967923697109	-0.3732670796416987
chr1	7600000	7800000	0.002296932984349845	18.0	0.5261553006244396	0.06524372273040467	-0.42066830321750603
chr1	7800000	8000000	0.002301561855144838	26.0	0.4303847407823553	0.07164919183184267	-0.481429783774019
chr1	8000000	8200000	0.0023467273975510796	6.0	0.3108763491975822	0.06506239050881184	-0.46946747174825276
chr1	8200000	8400000	0.0022471554592902146	22.0	0.3945035140008377	0.045414413246651866	-0.47359388257580964
chr1	8400000	8600000	0.002497154925216993	18.0	0.3882453554958153	0.07419464351993432	-0.4992664365227813
chr1	8600000	8800000	0.002473638879223959	7.0	0.3583347426476988	0.09343450736438952	-0.5295758693640213
chr1	8800000	9000000	0.002033171549587432	21.0	0.41740711591786805	0.03860696350950951	-0.4984088857326744
chr1	9000000	9200000	0.001993865859610868	24.0	0.46360874308747596	0.06204803083279744	-0.4426482426353615
chr1	9200000	9400000	0.0020044804588670146	7.0	0.5462737065539134	0.1071829606263422	-0.4231218388594764
chr1	9400000	9600000	0.002187778266886599	6.0	0.5317868145067522	0.02002407197592092	-0.46552712477641667
chr1	9600000	9800000	0.002023638460562904	20.0	0.5438080245902532	-0.019328950289430127	-0.474407492151188
chr1	9800000	10000000	0.0019801683442724374	24.0	0.41536801779597565	0.019144555202877476	-0.515596352919609
chr1	10000000	10200000	0.0022709239464313593	13.0	0.3814653072782011	-0.0066397495246852635	-0.5169145563197022
chr1	10200000	10400000	0.0023083509718110286	23.0	0.4578186976589113	0.01748306806169228	-0.4765188569470475
chr1	10400000	10600000	0.0020347615599402157	30.0	0.4509120323764728	-0.07374741788253465	-0.5317538586850977
chr1	10600000	10800000	0.00192005309319103	13.0	0.6413585434583072	0.056620987168120925	-0.43269158634059063
chr1	10800000	11000000	0.0020020863481893174	7.0	0.5597642941610248	-0.02415986442503511	-0.4967020218449469
chr1	11000000	11200000	0.0022212352252709857	72.0	0.5507325690074651	-0.06475552289424305	-0.49465684593153453
chr1	11200000	11400000	0.0020950742964091777	6.0	0.5408770886110055	-0.06186651283688217	-0.49294210843464786
chr1	11400000	11600000	0.002077755114743821	3.0	0.5728145233584513	0.010427738631460619	-0.461214463270173
chr1	11600000	11800000	0.0018939269805385804	54.0	0.6583070530548271	-0.05668319549982555	-0.4919960556935659
chr1	11800000	12000000	0.0019065816874310401	46.0	0.6848199022429807	-0.0384959870431451	-0.5340383574221683
chr1	12000000	12200000	0.0020008777219076754	25.0	0.6786708651611364	0.0038282872482377594	-0.4858216766888597
chr1	12200000	12400000	0.0023328161727829907	12.0	0.47559796138975136	-0.0612584516017771	-0.5697796625553583
chr1	12400000	12600000	0.0021525930637800146	18.0	0.4870870412244657	-0.008137237383761138	-0.563967579117884
chr1	12600000	12800000	0.0022981590203802692	13.0	0.42201671428431536	-0.11369557554966146	-0.5556364749201809
chr1	12800000	13000000		13.0			
chr1	13000000	13200000		12.0			
